id	GeneSymbol	logFC	logCPM	PValue	FDR
ENSG00000225881.1	AC009365.1	-1.103979487	-2.838523034	1	1
ENSG00000225882.1	LINC01456	-5.13E-15	-2.897693815	1	1
ENSG00000225883.2	BMS1P11	1.178246433	-0.622252906	0.281021697	1
ENSG00000225884.2	AC098872.1	-5.13E-15	-2.897693815	1	1
ENSG00000225886.2	AL445490.1	0.40250854	-2.781052747	1	1
ENSG00000225889.6	AC012368.1	-0.49496278	-1.054238572	0.726423347	1
ENSG00000225891.1	AL513365.2	-2.172399061	-2.723666892	0.659619338	1
ENSG00000225892.3	---	0.505706291	3.293944558	0.43841721	1
ENSG00000225893.1	AL136231.1	-5.13E-15	-2.897693815	1	1
ENSG00000225895.1	TRAPPC2P8	-5.13E-15	-2.897693815	1	1
ENSG00000225896.1	AC007742.1	-5.13E-15	-2.897693815	1	1
ENSG00000225898.1	AC002075.1	-1.103981477	-2.838523034	1	1
ENSG00000225899.6	FRG2B	-1.71769814	-2.781871654	0.720852079	1
ENSG00000225900.1	HSPE1P13	-1.103980106	-2.838523034	1	1
ENSG00000225901.1	MTND2P9	-5.13E-15	-2.897693815	1	1
ENSG00000225903.1	AL035404.2	-5.13E-15	-2.897693815	1	1
ENSG00000225904.1	MORF4L1P7	-5.13E-15	-2.897693815	1	1
ENSG00000225905.1	AL391244.2	-5.13E-15	-2.897693815	1	1
ENSG00000225906.1	AP000949.1	-5.13E-15	-2.897693815	1	1
ENSG00000225907.1	RPS27P16	-5.13E-15	-2.897693815	1	1
ENSG00000225911.1	AC009310.1	-5.13E-15	-2.897693815	1	1
ENSG00000225912.1	AL121871.1	-5.13E-15	-2.897693815	1	1
ENSG00000225913.2	AL138767.3	-1.094722737	-2.844293169	1	1
ENSG00000225916.1	AC007879.2	-5.13E-15	-2.897693815	1	1
ENSG00000225919.1	LINC01745	-5.13E-15	-2.897693815	1	1
ENSG00000225920.2	RIMKLBP2	-2.504927665	-1.892623754	0.126109498	1
ENSG00000225922.1	RPL21P92	-5.13E-15	-2.897693815	1	1
ENSG00000225923.1	AC092393.1	-5.13E-15	-2.897693815	1	1
ENSG00000225924.1	AL031056.1	-5.13E-15	-2.897693815	1	1
ENSG00000225925.1	AL672138.1	-5.13E-15	-2.897693815	1	1
ENSG00000225928.2	CACYBPP1	-0.145660777	-2.716230383	1	1
ENSG00000225929.1	AC000036.1	-5.13E-15	-2.897693815	1	1
ENSG00000225931.3	AL139246.2	-1.290374181	-2.815677989	1	1
ENSG00000225933.1	AC133965.1	-2.654087371	-2.650682574	0.255196715	1
ENSG00000225934.2	AL592310.1	0.308367302	-2.75005471	1	1
ENSG00000225935.1	BANF1P5	-5.13E-15	-2.897693815	1	1
ENSG00000225936.1	AL731557.1	-5.13E-15	-2.897693815	1	1
ENSG00000225937.1	PCA3	-3.791458332	-2.344692241	0.129636387	1
ENSG00000225938.1	AL109741.1	2.935423872	-2.66885546	0.250521694	1
ENSG00000225940.4	C5orf67	-5.13E-15	-2.897693815	1	1
ENSG00000225942.1	LINC01875	-5.13E-15	-2.897693815	1	1
ENSG00000225943.1	AC016907.1	-5.13E-15	-2.897693815	1	1
ENSG00000225944.1	RIOK3P1	-5.13E-15	-2.897693815	1	1
ENSG00000225945.1	AL121574.1	-3.086152605	-2.551256145	0.279057035	1
ENSG00000225947.1	AL596448.1	-5.13E-15	-2.897693815	1	1
ENSG00000225948.2	AL158210.1	-5.13E-15	-2.897693815	1	1
ENSG00000225949.1	Z77249.1	-5.13E-15	-2.897693815	1	1
ENSG00000225952.1	AL512444.1	-5.13E-15	-2.897693815	1	1
ENSG00000225956.1	AL050320.1	-5.13E-15	-2.897693815	1	1
ENSG00000225957.1	AC231532.1	-5.13E-15	-2.897693815	1	1
ENSG00000225959.1	MTND4P3	-5.13E-15	-2.897693815	1	1
ENSG00000225960.1	AL441989.1	-5.13E-15	-2.897693815	1	1
ENSG00000225962.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000225963.6	AC009950.1	-0.192216746	0.087764522	0.867578817	1
ENSG00000225964.4	NRIR	-5.13E-15	-2.897693815	1	1
ENSG00000225965.1	AL117339.2	-5.13E-15	-2.897693815	1	1
ENSG00000225969.1	ABHD11-AS1	0.876011885	-1.173245507	0.515985822	1
ENSG00000225970.1	AL500522.1	-5.13E-15	-2.897693815	1	1
ENSG00000225971.1	AC003071.1	-1.750870121	-2.777895002	0.716104671	1
ENSG00000225972.1	MTND1P23	0.352651886	0.573707933	0.608489594	1
ENSG00000225973.3	PIGBOS1	-0.250948172	2.348225662	0.711919202	1
ENSG00000225974.1	AC005550.1	-5.13E-15	-2.897693815	1	1
ENSG00000225975.5	LINC01534	0.854816975	-0.336238254	0.275019753	1
ENSG00000225976.5	CKS1BP2	-5.13E-15	-2.897693815	1	1
ENSG00000225978.3	HAR1A	-0.275408233	-1.920607811	0.863995034	1
ENSG00000225979.1	AC010746.1	-5.13E-15	-2.897693815	1	1
ENSG00000225980.3	OR7E19P	-2.440092921	-2.686333452	0.388908372	1
ENSG00000225981.1	AC102953.1	-2.614281379	-2.641573592	0.267168571	1
ENSG00000225982.1	AL355482.2	3.36675292	-2.581566959	0.132087129	1
ENSG00000225984.1	HMGB1P26	-2.137431426	-2.731416984	0.627378127	1
ENSG00000225986.1	UBXN10-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000225988.1	LAMP5-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000225990.2	SNRPEP7	-5.13E-15	-2.897693815	1	1
ENSG00000225991.1	RPL23AP34	-1.018266094	-2.616295718	0.818310199	1
ENSG00000225992.1	TRGVA	-5.13E-15	-2.897693815	1	1
ENSG00000225997.1	OR4A8	-1.1039806	-2.838523034	1	1
ENSG00000225999.1	NDUFA12P1	-5.13E-15	-2.897693815	1	1
ENSG00000226002.1	GTF2IP14	-1.686538204	-2.791586362	1	1
ENSG00000226003.2	AL354714.3	-5.13E-15	-2.897693815	1	1
ENSG00000226004.1	AL591468.1	-5.13E-15	-2.897693815	1	1
ENSG00000226005.3	AL513303.1	-1.141248848	-2.83268836	1	1
ENSG00000226007.2	BX005266.2	0.436198546	0.689975964	0.610101134	1
ENSG00000226008.1	SEPT14P3	-0.86676259	-2.862115304	1	1
ENSG00000226009.1	KCNIP2-AS1	-1.365737887	-2.138546483	0.339401488	1
ENSG00000226010.1	AL355852.1	-5.13E-15	-2.897693815	1	1
ENSG00000226011.1	OFD1P1Y	-5.13E-15	-2.897693815	1	1
ENSG00000226012.1	AP001434.1	-5.13E-15	-2.897693815	1	1
ENSG00000226013.1	MRPS18BP1	-5.13E-15	-2.897693815	1	1
ENSG00000226014.1	AL358176.2	-1.103980676	-2.838523034	1	1
ENSG00000226015.2	CCT8P1	0.169938179	-2.117137409	0.946946164	1
ENSG00000226016.1	RPL36AP55	-5.13E-15	-2.897693815	1	1
ENSG00000226020.4	CDK2AP2P3	-1.116261009	-2.836473991	1	1
ENSG00000226022.1	AC026167.1	-5.13E-15	-2.897693815	1	1
ENSG00000226023.5	CT47A6	-5.13E-15	-2.897693815	1	1
ENSG00000226024.1	COX5BP7	-1.116262323	-2.836473991	1	1
ENSG00000226025.8	LGALS17A	-1.116260941	-2.836473991	1	1
ENSG00000226028.2	PFN1P12	-1.248286413	-2.202257443	0.665626427	1
ENSG00000226029.1	LINC01772	-1.377252413	0.069075836	0.179547112	1
ENSG00000226030.1	HLA-DQB3	-5.13E-15	-2.897693815	1	1
ENSG00000226031.4	FGF13-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000226032.1	AL035530.1	-5.13E-15	-2.897693815	1	1
ENSG00000226034.2	NANOGNBP1	-1.103980847	-2.838523034	1	1
ENSG00000226036.1	AL590648.1	-5.13E-15	-2.897693815	1	1
ENSG00000226037.1	LINC01040	-5.13E-15	-2.897693815	1	1
ENSG00000226038.5	PPIAP21	-0.291285463	-2.435904915	0.964880487	1
ENSG00000226040.3	AC005740.1	-5.13E-15	-2.897693815	1	1
ENSG00000226041.1	AC010745.1	-5.13E-15	-2.897693815	1	1
ENSG00000226042.1	CDY10P	-5.13E-15	-2.897693815	1	1
ENSG00000226043.1	AP000561.1	-5.13E-15	-2.897693815	1	1
ENSG00000226045.1	AC234644.1	1.937220082	-2.140124598	0.329377576	1
ENSG00000226046.1	AP1S2P1	-5.13E-15	-2.897693815	1	1
ENSG00000226047.1	AL807761.3	-5.13E-15	-2.897693815	1	1
ENSG00000226048.1	YBX1P8	-1.098458917	-2.848557381	1	1
ENSG00000226049.3	AC123769.1	1.279805956	-2.51325594	0.681228146	1
ENSG00000226051.5	ZNF503-AS1	0.475490584	-2.7702642	1	1
ENSG00000226054.2	MEMO1P1	-1.114808314	-2.195882067	0.48139701	1
ENSG00000226055.2	PAICSP1	-0.956564902	-1.863045931	0.47597277	1
ENSG00000226056.1	MTND4P32	-1.717696895	-2.781871654	0.720866342	1
ENSG00000226058.1	AC092570.1	-5.13E-15	-2.897693815	1	1
ENSG00000226059.2	HMGB3P20	-5.13E-15	-2.897693815	1	1
ENSG00000226061.1	PCMTD1P1	-5.13E-15	-2.897693815	1	1
ENSG00000226063.1	AC009531.1	-1.103980444	-2.838523034	1	1
ENSG00000226064.1	PGBD4P6	-5.13E-15	-2.897693815	1	1
ENSG00000226065.1	ZBTB45P2	-0.2646308	2.193648304	0.850203384	1
ENSG00000226066.1	AC009541.1	-5.13E-15	-2.897693815	1	1
ENSG00000226067.5	LINC00623	0.124746501	2.345109643	0.883344871	1
ENSG00000226068.1	HNRNPA3P4	-5.13E-15	-2.897693815	1	1
ENSG00000226070.1	AL139275.1	-5.13E-15	-2.897693815	1	1
ENSG00000226072.1	AC016772.1	-5.13E-15	-2.897693815	1	1
ENSG00000226074.4	PRSS44	-1.540271962	-2.786917809	0.641878455	1
ENSG00000226075.2	PHKG1P1	-5.13E-15	-2.897693815	1	1
ENSG00000226078.1	AL356309.1	-5.13E-15	-2.897693815	1	1
ENSG00000226079.1	AL138830.1	-5.13E-15	-2.897693815	1	1
ENSG00000226080.1	AC062028.2	-1.094718423	-2.844293169	1	1
ENSG00000226081.2	USP12PX	-5.13E-15	-2.897693815	1	1
ENSG00000226082.2	AC096915.1	-5.13E-15	-2.897693815	1	1
ENSG00000226083.4	SLC39A12-AS1	-1.68653401	-2.791586362	1	1
ENSG00000226084.5	AC113935.1	-5.13E-15	-2.897693815	1	1
ENSG00000226086.5	EIF3LP3	-0.087202939	-2.704055327	1	1
ENSG00000226087.1	AC073283.2	-2.120998351	-2.73306943	0.659932622	1
ENSG00000226088.1	AL158839.1	-1.55197203	-2.516440155	0.42492599	1
ENSG00000226089.2	AL122017.1	-1.094700347	-2.844293169	1	1
ENSG00000226091.6	LINC00937	-0.820689044	0.558164054	0.315484933	1
ENSG00000226092.4	RBMY2AP	-5.13E-15	-2.897693815	1	1
ENSG00000226093.1	RPS28P8	-5.13E-15	-2.897693815	1	1
ENSG00000226094.1	RPL7P3	-5.13E-15	-2.897693815	1	1
ENSG00000226096.1	AC087499.2	-5.13E-15	-2.897693815	1	1
ENSG00000226097.4	AC099342.1	-5.13E-15	-2.897693815	1	1
ENSG00000226098.4	SEC11B	-5.13E-15	-2.897693815	1	1
ENSG00000226101.1	LINC02097	-1.236344832	-2.557844217	0.646167466	1
ENSG00000226102.3	SEPT7P3	-1.116261965	-2.836473991	1	1
ENSG00000226107.1	AC004383.1	-3.104586937	-2.551147043	0.170665899	1
ENSG00000226108.2	RAB28P1	-5.13E-15	-2.897693815	1	1
ENSG00000226110.2	BX323845.2	-5.13E-15	-2.897693815	1	1
ENSG00000226112.1	FCF1P4	-5.13E-15	-2.897693815	1	1
ENSG00000226113.1	AL133217.1	-5.13E-15	-2.897693815	1	1
ENSG00000226114.1	NDUFB4P5	-5.13E-15	-2.897693815	1	1
ENSG00000226115.1	AP001476.2	-5.13E-15	-2.897693815	1	1
ENSG00000226116.1	USP9YP6	-5.13E-15	-2.897693815	1	1
ENSG00000226117.1	AC090844.1	-5.13E-15	-2.897693815	1	1
ENSG00000226118.1	MTND3P1	-5.13E-15	-2.897693815	1	1
ENSG00000226119.1	Z80107.1	-5.13E-15	-2.897693815	1	1
ENSG00000226121.2	AC009487.2	-1.048836962	-0.085578836	0.304468261	1
ENSG00000226122.1	DDC-AS1	-1.116265431	-2.836473991	1	1
ENSG00000226124.5	FTCDNL1	0.362819604	0.287993389	0.70709438	1
ENSG00000226125.1	LINC01907	0.674782643	-1.556501032	0.604205586	1
ENSG00000226126.2	PSMC1P12	-0.609905761	-2.683674888	1	1
ENSG00000226128.1	RPL26P9	-2.391702198	-2.693620367	0.431490661	1
ENSG00000226130.1	AC013248.1	-5.13E-15	-2.897693815	1	1
ENSG00000226131.1	AC073465.2	-5.13E-15	-2.897693815	1	1
ENSG00000226132.1	RPS3AP46	-5.13E-15	-2.897693815	1	1
ENSG00000226133.4	AL356289.1	-5.13E-15	-2.897693815	1	1
ENSG00000226134.1	AL359502.1	-5.13E-15	-2.897693815	1	1
ENSG00000226138.4	AC004801.1	-1.686527449	-2.791586362	1	1
ENSG00000226140.4	AL355339.1	-5.13E-15	-2.897693815	1	1
ENSG00000226141.1	AC244107.1	-2.108340727	-2.737405598	0.743237649	1
ENSG00000226142.2	RPL35P8	-5.13E-15	-2.897693815	1	1
ENSG00000226143.1	Z98752.1	-5.13E-15	-2.897693815	1	1
ENSG00000226144.2	RPS27AP3	-2.126658652	-2.735007229	0.62655837	1
ENSG00000226145.6	KRT16P6	1.591618006	0.85440638	0.301902852	1
ENSG00000226148.1	SLC25A39P1	0.94045401	-2.153037513	0.468738009	1
ENSG00000226149.4	AL356124.1	-2.126650285	-2.735007229	0.626573171	1
ENSG00000226153.1	Z93242.1	-5.13E-15	-2.897693815	1	1
ENSG00000226155.1	AC124944.1	-2.026829686	-2.240823375	0.550701872	1
ENSG00000226156.1	RPL23AP76	-5.13E-15	-2.897693815	1	1
ENSG00000226157.1	OR52E3P	-5.13E-15	-2.897693815	1	1
ENSG00000226158.1	CLCP2	-5.13E-15	-2.897693815	1	1
ENSG00000226159.1	LINC01375	-5.13E-15	-2.897693815	1	1
ENSG00000226160.1	AC137499.1	-0.90249661	-2.860169127	1	1
ENSG00000226161.1	EIF4A1P5	-0.174201098	-2.73759118	1	1
ENSG00000226163.1	AL513185.1	-5.13E-15	-2.897693815	1	1
ENSG00000226164.2	FGFR3P6	-5.13E-15	-2.897693815	1	1
ENSG00000226166.2	AC244670.1	-5.13E-15	-2.897693815	1	1
ENSG00000226168.1	AL589794.1	-5.13E-15	-2.897693815	1	1
ENSG00000226169.1	AL121885.1	-5.13E-15	-2.897693815	1	1
ENSG00000226172.2	AL139420.1	-5.13E-15	-2.897693815	1	1
ENSG00000226179.4	LINC00685	-1.466035153	-0.381084723	0.206226448	1
ENSG00000226181.1	AL132671.1	-5.13E-15	-2.897693815	1	1
ENSG00000226183.1	RANP7	-5.13E-15	-2.897693815	1	1
ENSG00000226185.1	TRIM64FP	-5.13E-15	-2.897693815	1	1
ENSG00000226186.1	ELOCP21	-1.717697101	-2.781871654	0.720863985	1
ENSG00000226188.2	HNRNPA1P3	-5.13E-15	-2.897693815	1	1
ENSG00000226191.3	CLK3P2	-1.042019798	-2.200637462	0.638548099	1
ENSG00000226193.1	AL049548.1	0.572779442	-2.634561768	1	1
ENSG00000226194.4	AL009176.1	-1.094668459	-2.844293169	1	1
ENSG00000226196.1	GAPDHP75	-1.103981105	-2.838523034	1	1
ENSG00000226197.2	AL583785.1	-1.094663978	-2.844293169	1	1
ENSG00000226199.1	AC112492.2	-5.13E-15	-2.897693815	1	1
ENSG00000226200.5	SGMS1-AS1	0.491539175	1.06926374	0.542011907	1
ENSG00000226202.2	---	-5.13E-15	-2.897693815	1	1
ENSG00000226203.1	LINC01733	-3.461371185	-2.450165611	0.125577399	1
ENSG00000226204.1	AL157359.1	-5.13E-15	-2.897693815	1	1
ENSG00000226205.1	AC007790.1	-0.999480357	-2.074292718	0.437615823	1
ENSG00000226206.1	BX470209.1	-5.13E-15	-2.897693815	1	1
ENSG00000226207.1	AL080316.1	-5.13E-15	-2.897693815	1	1
ENSG00000226208.1	AL513285.1	-5.13E-15	-2.897693815	1	1
ENSG00000226209.1	C8orf59P1	-5.13E-15	-2.897693815	1	1
ENSG00000226210.3	AC215219.1	-0.580187719	4.522638403	0.41411973	1
ENSG00000226211.1	AL445466.1	-5.13E-15	-2.897693815	1	1
ENSG00000226212.2	TRGV6	-5.13E-15	-2.897693815	1	1
ENSG00000226213.1	UBQLN4P2	-5.13E-15	-2.897693815	1	1
ENSG00000226216.1	RPS12P5	-5.13E-15	-2.897693815	1	1
ENSG00000226217.1	RPL19P1	-5.13E-15	-2.897693815	1	1
ENSG00000226218.1	AC079163.1	-5.13E-15	-2.897693815	1	1
ENSG00000226220.1	CICP22	-2.182694397	-2.28080714	0.211910757	1
ENSG00000226221.1	AC022431.1	-5.13E-15	-2.897693815	1	1
ENSG00000226222.3	AC079168.1	-5.13E-15	-2.897693815	1	1
ENSG00000226223.1	TSPY16P	-5.13E-15	-2.897693815	1	1
ENSG00000226226.1	PRELID3BP1	-5.13E-15	-2.897693815	1	1
ENSG00000226229.2	RPLP0P1	-5.13E-15	-2.897693815	1	1
ENSG00000226230.1	AC007237.1	-5.13E-15	-2.897693815	1	1
ENSG00000226232.7	NPIPB14P	-0.288026123	0.191866471	0.699253284	1
ENSG00000226233.1	Z82188.1	-5.13E-15	-2.897693815	1	1
ENSG00000226234.2	KRT18P24	-5.13E-15	-2.897693815	1	1
ENSG00000226235.1	LEMD1-AS1	-2.482714249	-2.163939771	0.198861925	1
ENSG00000226237.1	GAS1RR	-0.150387353	-1.720165635	0.97604303	1
ENSG00000226238.1	AC132807.1	-1.103980064	-2.838523034	1	1
ENSG00000226239.1	AL031658.1	-2.130360569	-2.734453122	0.626761023	1
ENSG00000226240.1	LINC00381	-1.164104119	-2.832887113	1	1
ENSG00000226241.2	Z75746.1	-1.098410574	-2.848557381	1	1
ENSG00000226242.1	RPS17P8	-5.13E-15	-2.897693815	1	1
ENSG00000226243.1	RPL37AP1	-5.13E-15	-2.897693815	1	1
ENSG00000226245.1	ZNF32-AS1	-1.194711196	-2.831596221	1	1
ENSG00000226246.1	KRT18P36	-5.13E-15	-2.897693815	1	1
ENSG00000226247.1	SUPT4H1P1	-1.625234828	-2.79306596	1	1
ENSG00000226249.1	AL365271.1	-5.13E-15	-2.897693815	1	1
ENSG00000226250.1	LINC00408	-3.688429863	-2.37692473	0.149091569	1
ENSG00000226251.4	AL451060.1	-1.821324118	-2.7595994	0.6472818	1
ENSG00000226252.1	AL135960.1	-2.509275773	-2.669681516	0.455345505	1
ENSG00000226253.1	MRPL35P3	-1.103981453	-2.838523034	1	1
ENSG00000226254.1	PTP4A1P3	-5.13E-15	-2.897693815	1	1
ENSG00000226255.1	UBE2V2P1	-5.13E-15	-2.897693815	1	1
ENSG00000226258.5	GRM7-AS3	-5.13E-15	-2.897693815	1	1
ENSG00000226259.9	GTF2H2B	0.320235375	2.761467718	0.66365678	1
ENSG00000226261.1	AC064836.1	-0.039268693	-2.269305303	1	1
ENSG00000226262.1	PHKBP1	-5.13E-15	-2.897693815	1	1
ENSG00000226263.1	ISM1-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000226266.5	AC009961.1	1.056800155	-1.467538429	0.285118037	1
ENSG00000226270.3	ZNF736P2Y	-5.13E-15	-2.897693815	1	1
ENSG00000226272.4	ARHGAP26-AS1	-5.13E-15	-2.897693815	1	1
ENSG00000226273.2	AC079305.2	-1.349689988	-2.345450414	0.473485132	1
ENSG00000226276.1	AC093382.1	-1.116266842	-2.836473991	1	1
ENSG00000226277.1	AC105393.1	-2.520106131	-2.667805743	0.548602816	1
ENSG00000226278.1	PSPHP1	-5.13E-15	-2.897693815	1	1
ENSG00000226279.2	RPL12P10	-0.972176899	-2.381751322	0.562283426	1
ENSG00000226280.2	AL049641.1	-5.13E-15	-2.897693815	1	1
ENSG00000226281.2	AL031123.1	-5.13E-15	-2.897693815	1	1
ENSG00000226284.1	ARPC3P1	-3.328834666	-2.484137476	0.205297056	1
ENSG00000226285.1	NUP35P2	-5.13E-15	-2.897693815	1	1
ENSG00000226286.1	AL008733.1	-1.098360795	-2.848557381	1	1
ENSG00000226288.1	OR52I2	-1.103982308	-2.838523034	1	1
ENSG00000226289.1	CDCA4P3	-5.13E-15	-2.897693815	1	1
ENSG00000226291.1	AC091729.2	-1.692030093	-2.78959067	0.626188687	1
ENSG00000226292.1	AL606495.1	0.979708903	-2.423080278	0.654650701	1
ENSG00000226296.1	AC036101.1	-5.13E-15	-2.897693815	1	1
ENSG00000226297.1	AC007677.1	-5.13E-15	-2.897693815	1	1
ENSG00000226298.1	RAD23BLP	-1.116272404	-2.836473991	1	1
ENSG00000226299.2	RPSAP62	-5.13E-15	-2.897693815	1	1
ENSG00000226301.3	PDCL3P1	-5.13E-15	-2.897693815	1	1
ENSG00000226302.1	AC122683.1	-5.13E-15	-2.897693815	1	1
ENSG00000226304.1	AL358612.1	-5.13E-15	-2.897693815	1	1
ENSG00000226306.6	NPY6R	-3.667795992	-2.387789336	0.127734052	1
ENSG00000226307.1	HNRNPDLP1	-1.116269682	-2.836473991	1	1
ENSG00000226308.1	AL122058.1	-5.13E-15	-2.897693815	1	1
ENSG00000226309.1	SMARCE1P2	-5.13E-15	-2.897693815	1	1
ENSG00000226310.1	AL022157.1	0.582095756	-2.686294016	0.888096452	1
ENSG00000226312.6	CFLAR-AS1	-1.211502712	-0.722999344	0.235294371	1
ENSG00000226313.1	MTCYBP12	-5.13E-15	-2.897693815	1	1
ENSG00000226314.6	ZNF192P1	0.322078449	-0.902963938	0.804364791	1
ENSG00000226317.2	LINC00351	-5.13E-15	-2.897693815	1	1
ENSG00000226318.1	RPS3AP38	-1.899116184	-2.436703746	0.463592462	1
ENSG00000226320.4	LINC01811	-5.13E-15	-2.897693815	1	1
ENSG00000226323.1	AC006150.1	-5.13E-15	-2.897693815	1	1
ENSG00000226324.1	AL358453.1	-5.13E-15	-2.897693815	1	1
ENSG00000226327.3	RPSAP49	-5.13E-15	-2.897693815	1	1
ENSG00000226328.5	NUP50-AS1	0.366611162	3.276593111	0.565841579	1
ENSG00000226330.1	AL606489.1	-5.13E-15	-2.897693815	1	1
ENSG00000226331.1	RPL23AP28	-5.13E-15	-2.897693815	1	1
ENSG00000226332.2	AL354836.1	1.107904868	1.603009749	0.162638165	1
ENSG00000226334.1	AL359182.1	-1.098309505	-2.848557381	1	1
ENSG00000226336.2	MRPS16P3	-5.13E-15	-2.897693815	1	1
ENSG00000226337.3	AL353616.2	-5.13E-15	-2.897693815	1	1
ENSG00000226338.1	AC079150.2	-5.13E-15	-2.897693815	1	1
ENSG00000226339.1	RPS26P56	-5.13E-15	-2.897693815	1	1
ENSG00000226340.1	AC105402.1	-5.13E-15	-2.897693815	1	1
ENSG00000226341.1	MTCYBP39	-5.13E-15	-2.897693815	1	1
ENSG00000226342.1	NMD3P1	-1.832590713	-2.757620737	0.647934676	1
ENSG00000226344.1	CST12P	-5.13E-15	-2.897693815	1	1
ENSG00000226345.1	AC083822.1	-1.098256623	-2.848557381	1	1
ENSG00000226348.1	VN2R10P	-2.739321363	-2.625064297	0.438088772	1
ENSG00000226349.1	AC099066.1	-2.101912438	-2.736946206	0.657920506	1
ENSG00000226352.2	PSPC1-AS2	-2.10333355	-2.742390053	0.624983619	1
ENSG00000226353.1	TAF9P1	-0.652840231	-2.870709854	1	1
ENSG00000226358.1	KRT8P38	-1.717699208	-2.781871654	0.720839841	1
ENSG00000226359.1	ACTG1P24	-0.155379513	-2.183790322	1	1
ENSG00000226361.5	TERF1P5	-0.485368939	-2.488752865	0.904827523	1
ENSG00000226362.2	FAM41AY2	-5.13E-15	-2.897693815	1	1
ENSG00000226364.1	LINC02089	-5.13E-15	-2.897693815	1	1
ENSG00000226366.1	AC097463.1	-5.13E-15	-2.897693815	1	1
ENSG00000226367.4	ST7-AS2	-2.489948565	-2.673436523	0.452641253	1
ENSG00000226369.1	USP9YP11	-5.13E-15	-2.897693815	1	1
ENSG00000226370.1	LINC00375	-5.13E-15	-2.897693815	1	1
ENSG00000226372.2	DCAF8L1	-1.116269903	-2.836473991	1	1
ENSG00000226374.1	LINC01345	-1.116272373	-2.836473991	1	1
ENSG00000226375.1	AL022310.1	-5.13E-15	-2.897693815	1	1
ENSG00000226376.1	AL135923.1	-5.13E-15	-2.897693815	1	1
ENSG00000226383.4	LINC01876	0.865363666	-2.477294187	0.71167766	1
ENSG00000226386.1	PARD3-AS1	-1.116271043	-2.836473991	1	1
ENSG00000226387.2	SORCS3-AS1	-1.116275277	-2.836473991	1	1
ENSG00000226388.1	ELL2P4	-5.13E-15	-2.897693815	1	1
ENSG00000226389.3	MAPK6PS6	-5.13E-15	-2.897693815	1	1
ENSG00000226390.1	AL353658.1	-5.13E-15	-2.897693815	1	1
ENSG00000226392.1	MTATP6P21	-5.13E-15	-2.897693815	1	1
ENSG00000226393.1	IFNA20P	-1.660856517	-2.434781918	0.366818218	1
ENSG00000226394.2	AC093423.1	-5.13E-15	-2.897693815	1	1
ENSG00000226395.1	MRPS21P5	-5.13E-15	-2.897693815	1	1
ENSG00000226396.1	AL031727.1	-0.628834298	-1.502614807	0.569227337	1
ENSG00000226397.6	C12orf77	-2.144278852	-2.727530582	0.733510706	1
ENSG00000226398.1	AC013480.1	-5.13E-15	-2.897693815	1	1
ENSG00000226400.2	AC010385.1	-5.13E-15	-2.897693815	1	1
ENSG00000226401.3	AC006015.1	-5.13E-15	-2.897693815	1	1
ENSG00000226403.1	AL392089.1	1.630746904	-1.706258592	0.296906729	1
ENSG00000226405.1	AL133325.1	-5.13E-15	-2.897693815	1	1
ENSG00000226406.1	RBMX2P1	-5.13E-15	-2.897693815	1	1
ENSG00000226407.1	RPL23P11	-5.13E-15	-2.897693815	1	1
ENSG00000226409.1	AL450332.1	-5.13E-15	-2.897693815	1	1
ENSG00000226410.1	AC104058.1	-1.103981674	-2.838523034	1	1
ENSG00000226411.1	AC079355.1	-5.13E-15	-2.897693815	1	1
ENSG00000226412.1	AC018980.1	-5.13E-15	-2.897693815	1	1
ENSG00000226413.2	OR8T1P	0.573098733	-2.651459982	1	1
ENSG00000226414.1	MTCYBP38	-5.13E-15	-2.897693815	1	1
ENSG00000226415.1	TPI1P1	-0.256157817	-2.666635283	1	1
ENSG00000226420.1	IGLV3-4	-5.13E-15	-2.897693815	1	1
ENSG00000226421.1	SLC25A5P5	-2.17240071	-2.723666892	0.659644061	1
ENSG00000226423.1	AC093642.1	-1.69203516	-2.78959067	0.626181097	1
ENSG00000226425.1	AL358613.1	-5.13E-15	-2.897693815	1	1
ENSG00000226426.1	AC012558.1	-5.13E-15	-2.897693815	1	1
ENSG00000226427.1	HMGN2P7	-5.13E-15	-2.897693815	1	1
ENSG00000226428.1	RPL15P13	0.097483177	-2.59511893	1	1
ENSG00000226429.2	AL590399.2	-1.717699469	-2.781871654	0.720836851	1
ENSG00000226430.5	USP17L7	-0.021154019	-2.443606428	1	1
ENSG00000226431.1	AL121929.1	-5.13E-15	-2.897693815	1	1
ENSG00000226432.3	AC010342.1	-5.13E-15	-2.897693815	1	1
ENSG00000226433.1	AP000290.1	-5.13E-15	-2.897693815	1	1
ENSG00000226434.1	AC135371.1	-5.13E-15	-2.897693815	1	1
ENSG00000226435.9	ANKRD18DP	-2.445679486	-2.68784771	0.37181488	1
ENSG00000226436.1	AC002367.1	-1.103982773	-2.838523034	1	1
ENSG00000226438.1	AL442071.1	-5.13E-15	-2.897693815	1	1
ENSG00000226439.3	AC108161.1	1.166965591	-2.708892125	0.882317269	1
